Date/Time, Zone, Temperature A, Temperature B, Damper, Aeration Direction, Blower Speed, Biofilter Temperature, Exhaust Temperature 
07/18/2021 16:08:41, P9, 152.2, 141.1, 100, 10, 45, 65.7, 91.63625
07/18/2021 17:08:56, P9, 152.2, 141.1, 100, 10, 45, 65.3, 91.81625
07/18/2021 18:09:12, P9, 152.2, 141.1, 100, 10, 45, 65.5, 90.36501
07/18/2021 19:09:19, P9, 152.18, 141.1, 100, 10, 45, 65.5, 89.24001
07/18/2021 20:09:35, P9, 152, 141.1, 100, 10, 45, 65.7, 85.89875
07/18/2021 21:09:46, P9, 152, 141.1, 100, 10, 45, 65.3, 78.67625
07/18/2021 22:09:56, P9, 152, 141.1, 100, 10, 45, 65.78999, 74.35625
07/18/2021 23:10:06, P9, 152, 141.1, 100, 10, 45, 65.87999, 70.50875
07/19/2021 00:10:21, P9, 152, 141.1, 100, 10, 45, 66.2, 67.87625
07/19/2021 01:10:38, P9, 152, 141.1, 100, 10, 45, 66.2, 64.265
07/19/2021 02:10:45, P9, 151.8, 141.1, 100, 10, 45, 66.2, 61.50875
07/19/2021 03:10:54, P9, 151.8, 141.3, 100, 10, 45, 66.2, 60.485
07/19/2021 04:11:05, P9, 151.8, 141.3, 100, 10, 45, 66.2, 59.3825
07/19/2021 05:11:21, P9, 151.8, 141.3, 100, 10, 45, 66.2, 57.83001
07/19/2021 06:11:37, P9, 151.6, 141.3, 100, 10, 45, 66, 57.16625
07/19/2021 07:11:49, P9, 142.59, 141.5, 100, 10, 45, 66, 61.835
07/19/2021 08:11:57, P9, 100.68, 141.56, 72.68727, 10, 45, 65.8, 66.63875
07/19/2021 09:12:14, P9, 86.69001, 142.2, 20, 10, 45, 65.8, 71.74625
