Date/Time, Zone, Temperature, Damper
02/19/2018 18:34:30, 1, 21.14256, 30
02/19/2018 19:34:31, 1, 21.15645, 30
02/19/2018 20:34:37, 1, 21.20367, 30
02/19/2018 21:34:43, 1, 21.26479, 30
02/19/2018 22:34:49, 1, 1.32313, 30
02/19/2018 23:34:57, 1, 21.36202, 30
02/20/2018 00:35:03, 1, 21.42036, 30
02/20/2018 01:35:12, 1, 21.45925, 30
02/20/2018 02:35:14, 1, 21.49814, 30
02/20/2018 03:35:23, 1, 21.53703, 30
02/20/2018 04:35:26, 1, 21.67871, 30
02/20/2018 05:35:34, 1, 21.60649, 30
02/20/2018 06:35:43, 1, 21.72038, 30
02/20/2018 07:35:50, 1, 21.76761, 30
02/20/2018 08:35:57, 1, 21.81206, 30
02/20/2018 09:36:04, 1, 21.85651, 30
02/20/2018 10:36:13, 1, 21.95373, 30
02/20/2018 11:36:14, 1, 21.95651, 30
02/20/2018 12:36:16, 1, 22.02041, 30
02/20/2018 13:36:19, 1, 22.08152, 30
02/20/2018 14:36:26, 1, 22.10652, 30
02/20/2018 15:36:29, 1, 22.15375, 30
02/20/2018 16:36:34, 1, 22.20098, 30
02/20/2018 17:36:36, 1, 22.27043, 30
02/20/2018 18:36:39, 1, 22.24265, 30
02/20/2018 19:36:43, 1, 22.2871, 30
02/20/2018 20:36:48, 1, 22.32044, 30
02/20/2018 21:36:54, 1, 22.36487, 30
02/20/2018 22:36:59, 1, 22.42599, 30
02/20/2018 23:37:02, 1, 22.45099, 30
02/21/2018 00:37:05, 1, 22.49267, 30
02/21/2018 01:37:12, 1, 22.55934, 30
02/21/2018 02:37:19, 1, 22.60656, 30
02/21/2018 03:37:26, 1, 22.64267, 30
02/21/2018 04:37:31, 1, 22.75936, 30
02/21/2018 05:37:34, 1, 22.62045, 30
02/21/2018 06:37:39, 1, 22.75658, 30
02/21/2018 07:37:40, 1, 22.80936, 30
02/21/2018 08:37:41, 1, 22.84547, 30
02/21/2018 09:37:41, 1, 22.88714, 30
02/21/2018 10:37:45, 1, 22.88714, 30
02/21/2018 11:37:49, 1, 22.99271, 30
02/21/2018 12:37:53, 1, 23.03993, 20.83333
02/21/2018 13:37:58, 1, 23.07327, 20
02/21/2018 14:38:01, 1, 23.12049, 20
02/21/2018 15:38:05, 1, 23.11771, 20
02/21/2018 16:38:09, 1, 23.19828, 14.16667
02/21/2018 17:38:12, 1, 23.18717, 10
02/21/2018 18:38:14, 1, 23.24273, 10
02/21/2018 19:38:15, 1, 23.31495, 10
02/21/2018 20:38:24, 1, 23.32051, 10
02/21/2018 21:38:28, 1, 23.35107, 10
02/21/2018 22:38:33, 1, 23.38719, 10
02/21/2018 23:38:38, 1, 3.42608, 10
02/22/2018 00:38:42, 1, 23.45386, 10
02/22/2018 01:38:43, 1, 23.49275, 10
02/22/2018 02:38:48, 1, 23.62331, 10
02/22/2018 03:38:53, 1, 23.5872, 10
02/22/2018 04:38:53, 1, 23.63998, 10
02/22/2018 05:38:53, 1, 23.73165, 10
02/22/2018 06:39:02, 1, 23.74554, 10
02/22/2018 07:39:12, 1, 23.76777, 10
02/22/2018 08:39:14, 1, 23.85945, 10
02/22/2018 09:39:18, 1, 23.87611, 10
02/22/2018 10:39:24, 1, 23.93723, 10
02/22/2018 11:39:24, 1, 23.90945, 10
02/22/2018 12:39:34, 1, 24.05668, 10
02/22/2018 13:39:37, 1, 24.00389, 10
02/22/2018 14:39:43, 1, 24.12891, 10
02/22/2018 15:39:46, 1, 24.14557, 10
02/22/2018 16:39:54, 1, 24.17335, 10
02/22/2018 17:40:00, 1, 24.17891, 10
02/22/2018 18:40:07, 1, 24.23725, 10
02/22/2018 19:40:14, 1, 24.27059, 10
02/22/2018 20:40:16, 1, 24.32337, 10
02/22/2018 21:40:17, 1, 24.34837, 10
02/22/2018 22:40:17, 1, 24.40115, 10
02/22/2018 23:40:18, 1, 24.39837, 10
02/23/2018 00:40:21, 1, 24.42615, 10
02/23/2018 01:40:28, 1, 24.47615, 10
02/23/2018 02:40:33, 1, 24.52061, 10
02/23/2018 03:40:37, 1, 24.65395, 10
02/23/2018 04:40:47, 1, 24.67896, 10
02/23/2018 05:40:52, 1, 24.66784, 10
02/23/2018 06:40:56, 1, 24.72618, 10
02/23/2018 07:41:02, 1, 24.73451, 10
02/23/2018 08:41:10, 1, 24.77896, 17.5
02/23/2018 09:41:14, 1, 24.7873, 20
02/23/2018 10:41:16, 1, 24.94009, 20
02/23/2018 11:41:26, 1, 24.9512, 20
02/23/2018 12:41:27, 1, 24.99565, 20
02/23/2018 13:41:35, 1, 25.03176, 20
02/23/2018 14:41:39, 1, 25.09565, 9.5
02/23/2018 15:41:39, 1, 25.13733, 9.272727
02/23/2018 16:41:40, 1, 25.10676, 10
02/23/2018 16:55:28, 1, 25.1401, 10
02/23/2018 17:55:36, 1, 25.15955, 10
02/23/2018 18:55:46, 1, 25.17344, 10
02/23/2018 19:55:54, 1, 25.22345, 10
02/23/2018 20:56:01, 1, 25.27899, 10
02/23/2018 21:56:09, 1, 25.304, 10
02/23/2018 22:56:17, 1, 25.37067, 10
02/23/2018 23:56:25, 1, 25.40679, 10
02/24/2018 00:56:34, 1, 25.48179, 10
02/24/2018 01:56:44, 1, 25.45957, 10
02/24/2018 02:56:51, 1, 25.53458, 10
02/24/2018 03:56:58, 1, 25.52624, 10
02/24/2018 04:57:06, 1, 25.65681, 10
02/24/2018 05:57:13, 1, 25.60403, 10
02/24/2018 06:57:21, 1, 25.70681, 10
02/24/2018 07:57:29, 1, 25.74292, 10
02/24/2018 08:57:38, 1, 25.74292, 10
02/24/2018 09:57:46, 1, 25.79849, 10
02/24/2018 10:57:50, 1, 25.87627, 10
02/24/2018 11:57:57, 1, 25.91794, 10
02/24/2018 12:58:06, 1, 25.96795, 10
02/24/2018 13:58:15, 1, 25.9735, 10
02/24/2018 14:58:22, 1, 25.96795, 10
02/24/2018 15:58:29, 1, 26.09018, 10
02/24/2018 16:58:34, 1, 26.10962, 10
02/24/2018 17:58:45, 1, 26.12907, 10
02/24/2018 18:58:50, 1, 26.21241, 10
02/24/2018 19:58:58, 1, 26.19852, 10
02/24/2018 20:59:05, 1, 26.24297, 10
02/24/2018 21:59:05, 1, 26.28186, 10
02/24/2018 22:59:15, 1, 26.36798, 10
02/24/2018 23:59:19, 1, 26.3652, 10
02/25/2018 00:59:24, 1, 26.40131, 10
02/25/2018 01:59:32, 1, 26.48188, 10
02/25/2018 02:59:35, 1, 26.49021, 10
02/25/2018 03:59:37, 1, 26.55966, 10
02/25/2018 04:59:46, 1, 26.59855, 10
02/25/2018 05:59:56, 1, 26.63466, 10
02/25/2018 07:00:04, 1, 26.62633, 10
02/25/2018 08:00:14, 1, 26.67911, 10
02/25/2018 09:00:22, 1, 26.70689, 10
02/25/2018 10:00:23, 1, 26.73745, 10
02/25/2018 11:00:24, 1, 26.81801, 10
02/25/2018 12:00:31, 1, 26.87357, 10
02/25/2018 13:00:37, 1, 26.90691, 10
02/25/2018 14:00:45, 1, 26.94024, 10
02/25/2018 15:00:51, 1, 26.99303, 10
02/25/2018 16:01:01, 1, 27.01803, 10
02/25/2018 17:01:06, 1, 27.07914, 10
02/25/2018 18:01:09, 1, 27.12637, 10
02/25/2018 19:01:14, 1, 27.1347, 10
02/25/2018 20:01:22, 1, 27.18193, 10
02/25/2018 21:01:29, 1, 27.19304, 10
02/25/2018 22:01:29, 1, 27.24305, 10
02/25/2018 23:01:36, 1, 27.27639, 10
02/26/2018 00:01:43, 1, 27.32083, 10
02/26/2018 01:01:52, 1, 27.36806, 10
02/26/2018 02:02:00, 1, 27.39305, 10
02/26/2018 03:02:07, 1, 27.4514, 10
02/26/2018 04:02:16, 1, 27.47084, 10
02/26/2018 05:02:16, 1, 27.49584, 10
02/26/2018 06:02:24, 1, 27.52362, 10
02/26/2018 07:02:33, 1, 27.64308, 10
02/26/2018 08:02:42, 1, 27.61252, 10
02/26/2018 09:02:41, 1, 27.62363, 10
02/26/2018 10:02:47, 1, 27.71809, 10
02/26/2018 11:02:56, 1, 27.75698, 10
02/26/2018 12:03:04, 1, 27.82365, 10
02/26/2018 13:03:07, 1, 27.87921, 10
02/26/2018 14:03:13, 1, 27.89588, 10
02/26/2018 15:03:16, 1, 27.95977, 10
02/26/2018 16:03:23, 1, 28.02088, 10
02/26/2018 17:03:30, 1, 28.02922, 10
02/26/2018 18:03:37, 1, 28.13479, 10
02/26/2018 19:03:40, 1, 28.02922, 10
02/26/2018 20:03:47, 1, 28.14312, 10
02/26/2018 21:03:56, 1, 28.16812, 10
02/26/2018 22:03:58, 1, 28.23757, 10
02/26/2018 23:04:05, 1, 28.28757, 10
02/27/2018 00:04:09, 1, 28.34314, 10
02/27/2018 01:04:10, 1, 28.33758, 10
02/27/2018 02:04:14, 1, 28.37647, 10
02/27/2018 03:04:15, 1, 28.39869, 10
02/27/2018 04:04:15, 1, 28.43759, 10
02/27/2018 05:04:25, 1, 28.48481, 10
02/27/2018 06:04:34, 1, 28.48203, 10
02/27/2018 07:04:37, 1, 28.62371, 10
02/27/2018 08:04:41, 1, 28.61816, 10
02/27/2018 09:04:49, 1, 28.66816, 10
02/27/2018 10:04:56, 1, 28.72928, 10
02/27/2018 11:05:00, 1, 28.70983, 10
02/27/2018 12:05:09, 1, 28.8404, 10
02/27/2018 13:05:19, 1, 28.88762, 13.33333
02/27/2018 14:05:25, 1, 28.90707, 15
02/27/2018 15:05:27, 1, 28.9793, 15
02/27/2018 16:05:28, 1, 29.02652, 15
02/27/2018 17:05:38, 1, 29.03208, 15
02/27/2018 18:05:40, 1, 29.00985, 15
02/27/2018 19:05:40, 1, 29.0682, 15
02/27/2018 20:05:44, 1, 9.16264, 15
02/27/2018 21:05:51, 1, 29.12375, 15
02/27/2018 22:05:51, 1, 29.22931, 15
02/27/2018 23:06:00, 1, 29.2821, 15
02/28/2018 00:06:08, 1, 29.29321, 15
02/28/2018 01:06:16, 1, 29.34322, 15
02/28/2018 02:06:24, 1, 29.39877, 15
02/28/2018 03:06:24, 1, 29.41266, 15
02/28/2018 04:06:31, 1, 29.421, 15
02/28/2018 05:06:39, 1, 29.48767, 15
02/28/2018 06:06:47, 1, 29.51822, 15
02/28/2018 07:06:55, 1, 29.54323, 15
02/28/2018 08:07:03, 1, 29.61546, 15
02/28/2018 09:07:04, 1, 29.72936, 15
02/28/2018 10:07:13, 1, 29.73492, 15
02/28/2018 11:07:13, 1, 29.75158, 15
02/28/2018 12:07:21, 1, 29.82381, 15
02/28/2018 13:07:28, 1, 29.81825, 15
02/28/2018 14:07:32, 1, 29.81825, 15
02/28/2018 15:07:36, 1, 29.8627, 15
02/28/2018 16:07:44, 1, 29.93493, 15
02/28/2018 17:07:46, 1, 29.95715, 15
02/28/2018 18:07:51, 1, 30.01549, 15
02/28/2018 19:07:55, 1, 30.06271, 15
02/28/2018 20:08:03, 1, 30.08216, 15
02/28/2018 21:08:12, 1, 30.12938, 15
02/28/2018 22:08:14, 1, 30.24328, 15
02/28/2018 23:08:21, 1, 30.19051, 15
03/01/2018 00:08:26, 1, 30.32663, 15
03/01/2018 01:08:30, 1, 30.36552, 15
03/01/2018 02:08:36, 1, 30.39886, 15
03/01/2018 03:08:43, 1, 30.42385, 15
03/01/2018 04:08:46, 1, 30.44886, 15
03/01/2018 05:08:50, 1, 30.50441, 15
03/01/2018 06:08:57, 1, 30.52109, 15
03/01/2018 07:09:04, 1, 30.59054, 15
03/01/2018 08:09:12, 1, 30.61832, 15
03/01/2018 09:09:15, 1, 30.74888, 15
03/01/2018 10:09:21, 1, 30.6961, 15
03/01/2018 11:09:26, 1, 30.77666, 15
03/01/2018 12:09:33, 1, 30.81, 15
03/01/2018 13:09:37, 1, 30.84056, 15
03/01/2018 14:09:44, 1, 30.90445, 15
03/01/2018 15:09:48, 1, 30.94056, 15
03/01/2018 16:09:51, 1, 30.96279, 15
03/01/2018 17:09:54, 1, 30.99057, 15
03/01/2018 18:09:59, 1, 31.01835, 15
03/01/2018 19:10:04, 1, 31.07391, 15
03/01/2018 20:10:07, 1, 31.09613, 15
03/01/2018 21:10:14, 1, 31.15725, 15
03/01/2018 22:10:22, 1, 31.20447, 15
03/01/2018 23:10:27, 1, 31.19059, 15
03/02/2018 00:10:34, 1, 31.24893, 15
03/02/2018 01:10:42, 1, 31.26281, 15
03/02/2018 02:10:52, 1, 31.27115, 15
03/02/2018 03:10:58, 1, 31.40726, 15
03/02/2018 04:11:07, 1, 31.40727, 15
03/02/2018 05:11:16, 1, 31.47672, 15
03/02/2018 06:11:15, 1, 31.52673, 15
03/02/2018 07:11:23, 1, 31.54339, 15
03/02/2018 08:11:22, 1, 31.60173, 15
03/02/2018 09:11:25, 1, 31.57394, 15
03/02/2018 10:11:30, 1, 31.61007, 15
03/02/2018 11:11:36, 1, 31.65729, 15
03/02/2018 12:11:42, 1, 31.79063, 15
03/02/2018 13:11:49, 1, 31.84897, 15
03/02/2018 14:11:55, 1, 31.79063, 15
03/02/2018 15:12:01, 1, 31.87675, 15
03/02/2018 16:12:06, 1, 31.9212, 15
03/02/2018 17:12:12, 1, 31.96565, 15.90909
03/02/2018 18:12:17, 1, 31.91842, 20
03/02/2018 19:12:22, 1, 32.05176, 20
03/02/2018 20:12:27, 1, 32.10177, 20
03/02/2018 21:12:36, 1, 32.11288, 20
03/02/2018 22:12:41, 1, 32.17122, 20
03/02/2018 23:12:50, 1, 32.21845, 20
03/03/2018 00:12:56, 1, 32.21845, 20
03/03/2018 01:13:02, 1, 32.23789, 20
03/03/2018 02:13:07, 1, 32.29067, 20
03/03/2018 03:13:11, 1, 32.34623, 20
03/03/2018 04:13:15, 1, 32.37124, 20
03/03/2018 05:13:22, 1, 32.42957, 20
03/03/2018 06:13:28, 1, 32.43513, 20
03/03/2018 07:13:32, 1, 32.44068, 20
03/03/2018 08:13:36, 1, 32.49625, 20
03/03/2018 09:13:45, 1, 32.54903, 20
03/03/2018 10:13:52, 1, 32.66015, 20
03/03/2018 11:13:57, 1, 32.66848, 20
03/03/2018 12:14:02, 1, 32.67404, 20
03/03/2018 13:14:08, 1, 32.78238, 20
03/03/2018 14:14:11, 1, 32.73238, 20
03/03/2018 15:14:17, 1, 32.84628, 20
03/03/2018 16:14:23, 1, 32.80183, 20
03/03/2018 17:14:27, 1, 32.88239, 20
03/03/2018 18:14:32, 1, 32.94906, 20
03/03/2018 19:14:38, 1, 33.10185, 20
03/03/2018 20:14:42, 1, 33.11296, 20
03/03/2018 21:14:46, 1, 33.19907, 20
03/03/2018 22:14:50, 1, 33.26298, 20
03/03/2018 23:14:55, 1, 33.33798, 20
03/04/2018 00:15:01, 1, 33.40465, 20
03/04/2018 01:15:08, 1, 33.46577, 20
03/04/2018 02:15:12, 1, 33.56578, 20
03/04/2018 03:15:18, 1, 33.59077, 20
03/04/2018 04:15:24, 1, 33.73246, 20
03/04/2018 05:15:29, 1, 33.7269, 20
03/04/2018 06:15:33, 1, 33.77135, 20
03/04/2018 07:15:40, 1, 33.83802, 20
03/04/2018 08:15:44, 1, 34.02692, 20
03/04/2018 09:15:48, 1, 34.05192, 20
03/04/2018 10:15:55, 1, 34.06859, 20
03/04/2018 11:16:00, 1, 4.27139, 20
03/04/2018 12:16:04, 1, 34.27694, 20
03/04/2018 13:16:10, 1, 34.37695, 20
03/04/2018 14:16:15, 1, 34.46029, 20
03/04/2018 15:16:19, 1, 34.62697, 20
03/04/2018 16:16:23, 1, 34.65753, 20
03/04/2018 17:16:31, 1, 34.72698, 20
03/04/2018 18:16:38, 1, 34.84921, 20
03/04/2018 19:16:43, 1, 34.79642, 20
03/04/2018 20:16:49, 1, 34.98533, 20
03/04/2018 21:16:54, 1, 35.05479, 20
03/04/2018 22:17:00, 1, 35.16868, 20
03/04/2018 23:17:06, 1, 35.26035, 20
03/05/2018 00:17:11, 1, 35.28814, 20
03/05/2018 01:17:17, 1, 35.37147, 20
03/05/2018 02:17:24, 1, 35.56038, 20
03/05/2018 03:17:30, 1, 35.56594, 20
03/05/2018 04:17:35, 1, 35.65205, 20
03/05/2018 05:17:41, 1, 35.76318, 20
03/05/2018 06:17:46, 1, 35.82985, 20
03/05/2018 07:17:53, 1, 35.90763, 20
03/05/2018 08:17:57, 1, 36.06597, 20
03/05/2018 09:18:02, 1, 36.14376, 20
03/05/2018 10:18:09, 1, 36.24932, 20
03/05/2018 11:18:12, 1, 36.36877, 20
03/05/2018 12:18:17, 1, 36.366, 20
03/05/2018 13:18:23, 1, 36.42434, 20
03/05/2018 14:18:29, 1, 36.43545, 20
03/05/2018 15:18:36, 1, 36.491, 20
03/05/2018 16:18:41, 1, 36.5299, 20
03/05/2018 17:18:49, 1, 36.57713, 20
03/05/2018 18:18:52, 1, 36.57157, 20
03/05/2018 19:18:53, 1, 36.57435, 20
03/05/2018 20:18:59, 1, 36.62157, 20
03/05/2018 21:19:06, 1, 36.66047, 20
03/05/2018 22:19:14, 1, 36.65213, 20
03/05/2018 23:19:21, 1, 36.66602, 20
03/06/2018 00:19:30, 1, 36.71047, 20
03/06/2018 01:19:29, 1, 36.76603, 20
03/06/2018 02:19:39, 1, 36.78826, 20
03/06/2018 03:19:47, 1, 36.77714, 20
03/06/2018 04:19:57, 1, 36.78825, 20
03/06/2018 05:20:06, 1, 36.8327, 20
03/06/2018 06:20:15, 1, 36.83826, 20
03/06/2018 07:20:24, 1, 36.88271, 20
03/06/2018 08:20:28, 1, 36.88271, 85.45454
03/06/2018 09:20:33, 1, 36.89382, 100
03/06/2018 10:20:36, 1, 36.9966, 100
03/06/2018 11:20:45, 1, 37.07439, 100
03/06/2018 12:20:50, 1, 37.00216, 100
03/06/2018 13:20:55, 1, 37.1105, 100
03/06/2018 14:21:04, 1, 37.03828, 100
03/06/2018 15:21:07, 1, 37.15218, 100
03/06/2018 16:21:13, 1, 37.20218, 93.33334
03/06/2018 17:21:20, 1, 37.27163, 20
03/06/2018 18:21:26, 1, 37.24662, 20
03/06/2018 19:21:36, 1, 37.21885, 20
03/06/2018 20:21:39, 1, 37.26607, 20
03/06/2018 21:21:41, 1, 37.27441, 20
03/06/2018 22:21:42, 1, 37.32996, 20
03/06/2018 23:21:44, 1, 37.30774, 20
03/07/2018 00:21:45, 1, 37.34385, 20
03/07/2018 01:21:49, 1, 37.40497, 20
03/07/2018 02:21:53, 1, 37.39941, 20
03/07/2018 03:21:57, 1, 37.42719, 20
03/07/2018 04:22:01, 1, 37.42441, 20
03/07/2018 05:22:05, 1, 37.46609, 20
03/07/2018 06:22:10, 1, 37.48275, 20
03/07/2018 07:22:14, 1, 37.52164, 20
03/07/2018 08:22:19, 1, 7.56054, 20
03/07/2018 09:22:23, 1, 37.56332, 20
03/07/2018 10:22:27, 1, 37.64943, 20
03/07/2018 11:22:32, 1, 37.63832, 20
03/07/2018 12:22:38, 1, 37.72166, 20
03/07/2018 13:22:43, 1, 37.76889, 20
03/07/2018 14:22:46, 1, 37.76611, 20
03/07/2018 15:22:52, 1, 37.79945, 20
03/07/2018 16:22:59, 1, 37.79111, 20
03/07/2018 17:23:02, 1, 37.84389, 20
03/07/2018 18:23:08, 1, 37.78556, 20
03/07/2018 19:23:11, 1, 37.81056, 20
03/07/2018 20:23:19, 1, 37.85778, 20
03/07/2018 21:23:25, 1, 37.86334, 20
03/07/2018 22:23:28, 1, 37.96335, 20
03/07/2018 23:23:33, 1, 37.93002, 20
03/08/2018 00:23:41, 1, 37.90501, 20
03/08/2018 01:23:45, 1, 37.9439, 20
03/08/2018 02:23:51, 1, 38.01891, 20
03/08/2018 03:23:56, 1, 37.96335, 20
03/08/2018 04:24:00, 1, 37.96613, 20
03/08/2018 05:24:04, 1, 38.01891, 20
03/08/2018 06:24:09, 1, 38.10781, 20
03/08/2018 07:24:13, 1, 38.16892, 20
03/08/2018 08:24:21, 1, 38.15781, 20
03/08/2018 09:24:24, 1, 38.16336, 20
03/08/2018 10:24:32, 1, 38.19948, 20
03/08/2018 11:24:38, 1, 38.21615, 20
03/08/2018 12:24:40, 1, 38.28281, 20
03/08/2018 13:24:43, 1, 38.22726, 20
03/08/2018 14:24:47, 1, 38.2606, 20
03/08/2018 15:24:51, 1, 38.30505, 20
03/08/2018 16:24:58, 1, 38.30227, 20
03/08/2018 17:25:02, 1, 38.29393, 20
03/08/2018 18:25:10, 1, 38.35505, 20
03/08/2018 19:25:17, 1, 38.34671, 20
03/08/2018 20:25:24, 1, 38.4884, 20
03/08/2018 21:25:27, 1, 38.4884, 20
03/08/2018 22:25:32, 1, 38.49395, 20
03/08/2018 23:25:35, 1, 38.50228, 20
03/09/2018 00:25:44, 1, 38.50784, 20
03/09/2018 01:25:48, 1, 38.56339, 20
03/09/2018 02:25:55, 1, 38.5495, 20
03/09/2018 03:26:00, 1, 38.61062, 20
03/09/2018 04:26:03, 1, 38.60785, 20
03/09/2018 05:26:12, 1, 38.55506, 20
03/09/2018 06:26:20, 1, 38.56339, 20
03/09/2018 07:26:26, 1, 38.55228, 20
03/09/2018 08:26:33, 1, 38.68563, 20
03/09/2018 09:26:40, 1, 38.69119, 20
03/09/2018 10:26:45, 1, 38.7023, 20
03/09/2018 11:26:49, 1, 38.68008, 20
03/09/2018 12:26:53, 1, 38.79953, 20
03/09/2018 13:26:59, 1, 38.82453, 20
03/09/2018 14:27:04, 1, 38.83564, 20
